[Test worker] 13:48:08.828 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [pl.milk.aggregator.AggregatorApplicationTests], using SpringBootContextLoader
[Test worker] 13:48:08.833 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [pl.milk.aggregator.AggregatorApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
[Test worker] 13:48:08.834 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [pl.milk.aggregator.AggregatorApplicationTests]: AggregatorApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
[Test worker] 13:48:08.994 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration pl.milk.aggregator.AggregatorApplication for test class pl.milk.aggregator.AggregatorApplicationTests
[Test worker] 13:48:09.114 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
[Test worker] 13:48:09.139 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@68be2b9b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2a5ad8c5, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7173b7b1, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@57ef67b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1c05e7bc, org.springframework.test.context.transaction.TransactionalTestExecutionListener@60659809, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@cc7658b, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@7ef88746, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@4d73a722, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@19adb55, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@36460dd0, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@cbe7ee9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5c2482eb, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@bb3aa49]
[main] 13:52:22.462 INFO  p.m.aggregator.AggregatorApplication - Starting AggregatorApplication on artur-ThinkPad-T450 with PID 13784 (/home/artur/IdeaProjects/aggregator/out/production/classes started by artur in /home/artur/IdeaProjects/aggregator)
[main] 13:52:22.476 INFO  p.m.aggregator.AggregatorApplication - The following profiles are active: dev
[main] 13:52:24.892 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
[main] 13:52:25.030 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 126ms. Found 5 repository interfaces.
[main] 13:52:25.842 INFO  c.u.j.c.EncryptablePropertySourceBeanFactoryPostProcessor - Created Encryptable Property Source 'EncryptedPropertySource#1563105145835' from locations: [encrypted.properties]
